ItemId,Serial No.,Item Code,Item Name,Description,SRP,Size,Tonality,PhysicalCount,Broken
734,205990598,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,A52,0,0
735,205990599,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,A53,0,0
736,205990857,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,M215,0,0
737,205991021,AK602,AK602/ Pietra Beige,60x60 Polished Granite Tile),1,60x60,S3,0,0
738,206000016,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,16,0,0
739,206000033,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,34,0,0
740,206000038,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,40,0,0
741,206000040,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,42,0,0
742,206000056,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,73,0,0
743,206000062,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,83,0,0
744,206000075,AK603,AK603/ Michigan Slate,60x60 Polished Granite Tile,1,60x60,154,0,0
